model,accuracy,balanced_accuracy,f1_macro,f1_weighted,cohen_kappa,matthews_corr,roc_auc_macro_ovr,pr_auc_macro_ovr
gb_smote,0.7435897435897436,0.4741985560296756,0.49189280751524117,0.7286057667111725,0.561667087184898,0.5659382939469842,0.8903465223402091,0.5521269805516666
